0	Michael	0.1759383274
1	Christopher	0.0064214046
2	Jessica	0.0013379276
3	Matthew	0.0010488768
4	Ashley	0.0014743357
5	Jennifer	0.0068596152
6	Joshua	0.0057806189
7	Amanda	0.0014237730
8	Daniel	0.0007627159
9	David	0.0008266394
10	James	0.0007841187
11	Robert	0.0016452913
12	John	0.0011980791
13	Joseph	0.0013041313
14	Andrew	0.0016457141
15	Ryan	0.0007511964
16	Brandon	0.0015549726
17	Jason	0.0086207986
18	Justin	0.0058959666
19	Sarah	0.0017978579
20	William	0.0016631568
21	Jonathan	0.0031470042
22	Stephanie	0.0002261945
23	Brian	0.0013150744
24	Nicole	0.0005163392
25	Nicholas	0.0007442453
26	Anthony	0.0004661713
27	Heather	0.0009462867
28	Eric	0.0018724316
29	Elizabeth	0.0009678100
30	Adam	0.0010065008
31	Megan	0.0006382592
32	Melissa	0.0005169593
33	Kevin	0.0003506376
34	Steven	0.0004327694
35	Thomas	0.0009517602
36	Timothy	0.0008262318
37	Christina	0.0003617816
38	Kyle	0.0004683624
39	Rachel	0.0005785744
40	Laura	0.0009054883
41	Lauren	0.0015036108
42	Amber	0.0015640486
43	Brittany	0.0002840767
44	Danielle	0.0023271971
45	Richard	0.0006232342
46	Kimberly	0.0011516417
47	Jeffrey	0.0008136309
48	Amy	0.0009553720
49	Crystal	0.0007222877
50	Michelle	0.0005200974
51	Tiffany	0.0015029321
52	Jeremy	0.0008206035
53	Benjamin	0.0006921290
54	Mark	0.0006920484
55	Emily	0.0005781041
56	Aaron	0.0005641068
57	Charles	0.0008702403
58	Rebecca	0.0020201377
59	Jacob	0.0006893130
60	Stephen	0.0020077818
61	Patrick	0.0030519829
62	Sean	0.0040510368
63	Erin	0.0018178890
64	Zachary	0.0073307542
65	Jamie	0.0012346150
66	Kelly	0.0005877191
67	Samantha	0.0003454618
68	Nathan	0.0007943157
69	Sara	0.0009268035
70	Dustin	0.0003032933
71	Paul	0.0003854808
72	Angela	0.0001164968
73	Tyler	0.0068868227
74	Scott	0.0084718815
75	Katherine	0.0003059288
76	Andrea	0.0003665407
77	Gregory	0.0004574062
78	Erica	0.0007073032
79	Mary	0.0013196167
80	Travis	0.0014610967
81	Lisa	0.0022048839
82	Kenneth	0.0027752665
83	Bryan	0.0021467256
84	Lindsey	0.0013028150
85	Kristen	0.0016604194
86	Jose	0.0052205125
87	Alexander	0.0025108574
88	Jesse	0.0042799835
89	Katie	0.0013964380
90	Lindsay	0.0004438132
91	Shannon	0.0006053291
92	Vanessa	0.0008228652
93	Courtney	0.0011109629
94	Christine	0.0010770756
95	Alicia	0.0010052659
96	Cody	0.0022089502
97	Allison	0.0006148467
98	Bradley	0.0006989326
99	Samuel	0.0005042204
100	Shawn	0.0009464644
101	April	0.0044930972
102	Derek	0.0002574627
103	Kathryn	0.0056843194
104	Kristin	0.0015107770
105	Chad	0.0027895429
106	Jenna	0.0038150094
107	Tara	0.0039697645
108	Maria	0.0008081933
109	Krystal	0.0000908454
110	Jared	0.0001190355
111	Anna	0.0001251584
112	Edward	0.0004114769
113	Julie	0.0016711168
114	Peter	0.0021740934
115	Holly	0.0020383305
116	Marcus	0.0016754882
117	Kristina	0.0003375231
118	Natalie	0.0004325198
119	Jordan	0.0002331044
120	Victoria	0.0011766388
121	Jacqueline	0.0040870575
122	Corey	0.0006355581
123	Keith	0.0005542782
124	Monica	0.0008375243
125	Juan	0.0006479229
126	Donald	0.0003711137
127	Cassandra	0.0003349082
128	Meghan	0.0032074291
129	Joel	0.0033848028
130	Shane	0.0006709315
131	Phillip	0.0009019459
132	Patricia	0.0010495951
133	Brett	0.0021263615
134	Ronald	0.0004734553
135	Catherine	0.0005638951
136	George	0.0004568797
137	Antonio	0.0015536876
138	Cynthia	0.0005376856
139	Stacy	0.0007977222
140	Kathleen	0.0006319163
141	Raymond	0.0020844099
142	Carlos	0.0026543886
143	Brandi	0.0008843601
144	Douglas	0.0001558392
145	Nathaniel	0.0007846170
146	Ian	0.0045188322
147	Craig	0.0008917199
148	Brandy	0.0041310412
149	Alex	0.0010560712
150	Valerie	0.0016025000
151	Veronica	0.0007208810
152	Cory	0.0015103137
153	Whitney	0.0004768298
154	Gary	0.0007892483
155	Derrick	0.0014266370
156	Philip	0.0006112169
157	Luis	0.0020296312
158	Diana	0.0009181908
159	Chelsea	0.0008184008
160	Leslie	0.0060959519
161	Caitlin	0.0008549576
162	Leah	0.0011348771
163	Natasha	0.0006974609
164	Erika	0.0006393645
165	Casey	0.0019300107
166	Latoya	0.0074102915
167	Erik	0.0011160842
168	Dana	0.0013122184
169	Victor	0.0018749475
170	Brent	0.0016713904
171	Dominique	0.0006162736
172	Frank	0.0015040463
173	Brittney	0.0013223353
174	Evan	0.0013255596
175	Gabriel	0.0001225611
176	Julia	0.0009325828
177	Candice	0.0080260531
178	Karen	0.0048562794
179	Melanie	0.0019482570
180	Adrian	0.0018715285
181	Stacey	0.0017627552
182	Margaret	0.0011862614
183	Sheena	0.0036050622
184	Wesley	0.0015446381
185	Vincent	0.0002225102
186	Alexandra	0.0004459476
187	Katrina	0.0015545088
188	Bethany	0.0008147450
189	Nichole	0.0015976487
190	Larry	0.0006966860
191	Jeffery	0.0016341676
192	Curtis	0.0003366902
193	Carrie	0.0003612704
194	Todd	0.0008279228
195	Blake	0.0005394982
196	Christian	0.0005359122
197	Randy	0.0007483281
198	Dennis	0.0003606268
199	Alison	0.0009233385
200	Trevor	0.0012810104
201	Seth	0.0010597664
202	Kara	0.0001012464
203	Joanna	0.0008764730
204	Rachael	0.0007345419
205	Luke	0.0007251503
206	Felicia	0.0008975914
207	Brooke	0.0006078551
208	Austin	0.0007851219
209	Candace	0.0011826601
210	Jasmine	0.0016787525
211	Jesus	0.0026134390
212	Alan	0.0023185708
213	Susan	0.0011116584
214	Sandra	0.0014957478
215	Tracy	0.0084051788
216	Kayla	0.0004265903
217	Nancy	0.0004246875
218	Tina	0.0060371785
219	Krystle	0.0009518974
220	Russell	0.0006966619
