0	Michael	0.1554002691
2	Jessica	0.0022987565
3	Matthew	0.0013347698
4	Ashley	0.0021404663
5	Jennifer	0.0089755166
6	Joshua	0.0070431184
7	Amanda	0.0014885586
8	Daniel	0.0006015021
9	David	0.0006443114
10	James	0.0007756457
11	Robert	0.0014743391
12	John	0.0013697030
13	Joseph	0.0044537002
14	Andrew	0.0025659591
15	Ryan	0.0006678441
16	Brandon	0.0012762682
17	Jason	0.0096374794
18	Justin	0.0066842777
19	Sarah	0.0013655213
20	William	0.0018822595
21	Jonathan	0.0042676572
22	Stephanie	0.0003072156
23	Brian	0.0013271734
24	Nicole	0.0005025423
25	Nicholas	0.0003517017
26	Anthony	0.0003253489
27	Heather	0.0006618305
28	Eric	0.0014607275
29	Elizabeth	0.0011289201
30	Adam	0.0009904004
31	Megan	0.0008297391
32	Melissa	0.0003244105
33	Kevin	0.0003094141
34	Steven	0.0004074961
35	Thomas	0.0008045062
36	Timothy	0.0003587590
37	Christina	0.0004374648
38	Kyle	0.0007009086
39	Rachel	0.0002807066
40	Laura	0.0009618110
41	Lauren	0.0019554922
42	Amber	0.0023006880
43	Brittany	0.0001717741
44	Danielle	0.0017268687
45	Richard	0.0007214338
46	Kimberly	0.0010231885
47	Jeffrey	0.0007524007
48	Amy	0.0009431079
49	Crystal	0.0002828634
50	Michelle	0.0002222952
51	Tiffany	0.0013718724
52	Jeremy	0.0012898864
53	Benjamin	0.0015246354
54	Mark	0.0011808322
55	Emily	0.0008137113
56	Aaron	0.0009161458
57	Charles	0.0014382167
58	Rebecca	0.0030980306
59	Jacob	0.0012759171
60	Stephen	0.0020042829
61	Patrick	0.0023962253
62	Sean	0.0050163373
63	Erin	0.0027025895
64	Zachary	0.0035154347
65	Jamie	0.0067467027
66	Kelly	0.0009985646
67	Samantha	0.0002877675
68	Nathan	0.0009891762
69	Sara	0.0014426575
70	Dustin	0.0003061150
71	Paul	0.0002789060
72	Angela	0.0002054406
73	Tyler	0.0065117021
74	Scott	0.0092014420
75	Katherine	0.0002931121
76	Andrea	0.0002379282
77	Gregory	0.0005439321
79	Mary	0.0012514830
80	Travis	0.0013309564
81	Lisa	0.0022232252
82	Kenneth	0.0056580374
83	Bryan	0.0030494165
84	Lindsey	0.0034593308
85	Kristen	0.0017861444
86	Jose	0.0059584113
87	Alexander	0.0034798775
88	Jesse	0.0048814905
89	Katie	0.0013126123
