99	Apollo	1.6086047933e+00
31181	Greek mythology	6.3320596692e-01
11835	Leto	4.3405769344e-01
1643	Artemis	3.3448355671e-01
637	Apollo program	1.8512235160e-01
4814	Delphi	1.8512235160e-01
13866	Near-Earth asteroid	1.3533528324e-01
16014	Phoebe	9.9574136736e-02
475	Actaeon	4.9787068368e-02
1432	Aeacus	4.9787068368e-02
3899	Cassandra	4.9787068368e-02
5020	Daedalus	4.9787068368e-02
5419	Dryope	4.9787068368e-02
11485	Latona	4.9787068368e-02
14529	Oracle	4.9787068368e-02
30735	Saturn V	4.9787068368e-02
