160	Leslie	1.0000000000
121	Jacqueline	0.5000000000
82	Kenneth	0.3333333333
107	Tara	0.2500000000
86	Jose	0.2000000000
62	Sean	0.1666666667
5	Jennifer	0.1428571429
13	Joseph	0.1250000000
249	Andre	0.1111111111
183	Sheena	0.1000000000
434	Taryn	0.0909090909
211	Jesus	0.0833333333
129	Joel	0.0769230769
377	Haley	0.0714285714
84	Lindsey	0.0666666667
64	Zachary	0.0625000000
21	Jonathan	0.0588235294
333	Cassie	0.0555555556
166	Latoya	0.0526315789
128	Meghan	0.0500000000
106	Jenna	0.0476190476
87	Alexander	0.0454545455
142	Carlos	0.0434782609
282	Kristy	0.0416666667
58	Rebecca	0.0400000000
283	Anne	0.0384615385
114	Peter	0.0370370370
63	Erin	0.0357142857
6	Joshua	0.0344827586
83	Bryan	0.0333333333
252	Sabrina	0.0322580645
533	Dwayne	0.0312500000
820	Terra	0.0303030303
105	Chad	0.0294117647
301	Kendra	0.0285714286
424	Summer	0.0277777778
96	Cody	0.0270270270
2	Jessica	0.0263157895
405	Martha	0.0256410256
115	Holly	0.0250000000
212	Alan	0.0243902439
256	Teresa	0.0238095238
420	Cole	0.0232558140
411	Neil	0.0227272727
971	Antwan	0.0222222222
17	Jason	0.0217391304
4	Ashley	0.0212765957
44	Danielle	0.0208333333
169	Victor	0.0204081633
280	Jill	0.0200000000
65	Jamie	0.0196078431
28	Eric	0.0192307692
81	Lisa	0.0188679245
165	Casey	0.0185185185
451	Christie	0.0181818182
494	Karl	0.0178571429
365	Ann	0.0175438596
303	Billy	0.0172413793
932	Santana	0.0169491525
141	Raymond	0.0166666667
340	Cindy	0.0163934426
419	Claire	0.0161290323
473	Robyn	0.0158730159
170	Brent	0.0156250000
498	Maggie	0.0153846154
133	Brett	0.0151515152
366	Shana	0.0149253731
546	Shauna	0.0147058824
209	Candace	0.0144927536
412	Shawna	0.0142857143
137	Antonio	0.0140845070
232	Denise	0.0138888889
74	Scott	0.0136986301
285	Danny	0.0135135135
859	Jamar	0.0133333333
329	Walter	0.0131578947
404	Tyrone	0.0129870130
254	Alyssa	0.0128205128
215	Tracy	0.0126582278
174	Evan	0.0125000000
493	Marco	0.0123456790
438	Darryl	0.0121951220
290	Meredith	0.0120481928
409	Theodore	0.0119047619
393	Aimee	0.0117647059
440	Joy	0.0116279070
300	Abigail	0.0114942529
549	Tabatha	0.0113636364
61	Patrick	0.0112359551
113	Julie	0.0111111111
450	Jodi	0.0109890110
812	Felix	0.0108695652
295	Randall	0.0107526882
14	Andrew	0.0106382979
11	Robert	0.0105263158
269	Monique	0.0104166667
459	Shanna	0.0103092784
173	Brittney	0.0102040816
41	Lauren	0.0101010101
20	William	0.0100000000
474	Kurt	0.0099009901
157	Luis	0.0098039216
180	Adrian	0.0097087379
80	Travis	0.0096153846
172	Frank	0.0095238095
184	Wesley	0.0094339623
495	Daisy	0.0093457944
231	Renee	0.0092592593
371	Deborah	0.0091743119
7	Amanda	0.0090909091
19	Sarah	0.0090090090
93	Courtney	0.0089285714
3	Matthew	0.0088495575
51	Tiffany	0.0087719298
23	Brian	0.0086956522
116	Marcus	0.0086206897
42	Amber	0.0085470085
145	Nathaniel	0.0084745763
271	Linda	0.0084033613
69	Sara	0.0083333333
210	Jasmine	0.0082644628
16	Brandon	0.0081967213
59	Jacob	0.0081300813
296	Marissa	0.0080645161
342	Willie	0.0080000000
189	Nichole	0.0079365079
367	Javier	0.0078740157
167	Erik	0.0078125000
362	Gerald	0.0077519380
57	Charles	0.0076923077
168	Dana	0.0076335878
520	Charlene	0.0075757576
12	John	0.0075187970
191	Jeffery	0.0074626866
155	Derrick	0.0074074074
46	Kimberly	0.0073529412
132	Patricia	0.0072992701
506	Francis	0.0072463768
321	Clayton	0.0071942446
152	Cory	0.0071428571
281	Jonathon	0.0070921986
417	Terrance	0.0070422535
375	Roy	0.0069930070
518	Karla	0.0069444444
509	Sylvia	0.0068965517
263	Lance	0.0068493151
206	Felicia	0.0068027211
856	Jolene	0.0067567568
305	Jenny	0.0067114094
455	Ernest	0.0066666667
258	Meagan	0.0066225166
108	Maria	0.0065789474
179	Melanie	0.0065359477
30	Adam	0.0064935065
560	Dean	0.0064516129
615	Nelson	0.0064102564
233	Molly	0.0063694268
89	Katie	0.0063291139
35	Thomas	0.0062893082
408	Jerome	0.0062500000
486	Keri	0.0062111801
426	Mayra	0.0061728395
27	Heather	0.0061349693
181	Stacey	0.0060975610
443	Mindy	0.0060606061
